Author,Book,Category,Reading Year,ISBN,Metadata Title,Metadata Author,Metadata Publisher,Metadata Year,Metadata Language,Metadata Cover URL Thumbnail,Metadata Cover URL Small Thumbnail,Number Of Copies
Jenny Mclachlan,Dead good detectives,Reading Challenge,4,9781405298155,Dead Good Detectives,Jenny McLachlan,Unknown,2022,en,http://books.google.com/books/content?id=hAVlzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=hAVlzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Rob Biddulph,Peanut Jones,Reading Challenge,4,9781529040524,Peanut Jones And The Illustrated City,Rob Biddulph,Macmillan Children's Books,2021,en,http://books.google.com/books/content?id=qm3bzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=qm3bzQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Kereen Getten,Ada rue and the banished,Reading Challenge,4,9781801991292,Ada Rue And The Banished: A Bloomsbury Reader - Dark Red Book Band,Kereen Getten,Bloomsbury Publishing,2023,en,http://books.google.com/books/content?id=m9OlEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=m9OlEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,1
Maisie Chan,Keep dancing Lizzie Chu,Reading Challenge,4,9781800781610,"Keep Dancing, Lizzie Chu",Maisie Chan,Unknown,2022,en,http://books.google.com/books/content?id=xqXuzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=xqXuzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Radiya Hafiza,Rumaysa ever after,Reading Challenge,4,9781529091311,Rumaysa: Ever After,Radiya Hafiza,Macmillan Children's Books,2022,en,http://books.google.com/books/content?id=9ju4EAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=9ju4EAAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Cece Bell Bell,El Deafo,Reading Challenge,4,9781419712173,El Deafo,Cece Bell,Harry N. Abrams,2014,en,http://books.google.com/books/content?id=BPjsngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=BPjsngEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Ross Montgomery,Max and the million,Reading Challenge,4,9780571333486,Max And The Millions,Ross Montgomery,Unknown,2018,en,http://books.google.com/books/content?id=UJHotAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=UJHotAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Lenny Henry,The boy with wings,Reading Challenge,4,9781529082562,The Boy With Wings,Sir Lenny Henry,Macmillan Children's Books,2021,en,http://books.google.com/books/content?id=1j2LzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=1j2LzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Onjali Q. Rauf,The food great bank heist,Reading Challenge,4,9781781129623,The Great (Food) Bank Heist,Onjali Q. Raúf,Unknown,2021,en,http://books.google.com/books/content?id=CKQ1zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=CKQ1zgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Sufiya Ahmed,Ruby Ali's Mission break up,Reading Challenge,4,9781472993175,Ruby Ali's Mission Break Up: A Bloomsbury Reader - Dark Red Book Band,Sufiya Ahmed,Bloomsbury Publishing,2021,en,http://books.google.com/books/content?id=4W85EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=4W85EAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,1
Joseph Coelho,Zombierella,Reading Challenge,4,9781406389661,Zombierella,Joseph Coelho,Fairy Tales Gone Bad,2020,en,http://books.google.com/books/content?id=9YvAzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=9YvAzQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Camilla Chester,Call me lion,Reading Challenge,4,9781913102890,Call Me Lion,Camilla Chester,Unknown,2022,en,http://books.google.com/books/content?id=Qib2zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=Qib2zgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
JK Rowling,Harry Potter and the Philosophers stone,Reading Challenge,4,9780747532743,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Kelly Yang,Front Desk,Reading Challenge,5,9781913311094,Front Desk,Kelly Yang,Front Desk,2021,en,http://books.google.com/books/content?id=B6TzzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=B6TzzQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Stewart Foster,Can you Feel the Noise,Reading Challenge,5,9781471191275,Can You Feel The Noise?,Stewart Foster,Unknown,2022,en,http://books.google.com/books/content?id=3CyKzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=3CyKzwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Sharna Jackson,The Good Turn,Reading Challenge,5,9780241523599,The Good Turn,Sharna Jackson,Puffin,2022,en,http://books.google.com/books/content?id=K-OYzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=K-OYzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Aoife Dooley,Frankie's World,Reading Challenge,5,9780702307355,Frankie's World,Aoife Dooley,Unknown,2022,en,http://books.google.com/books/content?id=PoY8zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=PoY8zgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Kwame Mbalia,Last Gate of the Emperor,Reading Challenge,5,9781338665857,Last Gate Of The Emperor,Kwame Mbalia & Prince Joel Makonnen,Scholastic Press,2021,en,http://books.google.com/books/content?id=KXrazQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=KXrazQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Patrice Lawrence,Diver's Daughter,Reading Challenge,5,9781407191409,Diver's Daughter,Patrice Lawrence,Unknown,2019,en,http://books.google.com/books/content?id=YjAPwQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=YjAPwQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Nizrana Farook,The Boy who met a whale,Reading Challenge,5,9781788009430,The Boy Who Met A Whale,Nizrana Farook,Unknown,2021,en,http://books.google.com/books/content?id=Fr_bzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=Fr_bzQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Jen Carney,The accidental Diary of BUG,Reading Challenge,5,9780241455449,The Accidental Diary Of B.U.G,Anon & Jen Carney,Puffin,2021,en,http://books.google.com/books/content?id=jBIFzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=jBIFzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Em Norry,Amber undercover,Reading Challenge,5,9780192774736,Amber Undercover,Em Norry,Unknown,2021,en,http://books.google.com/books/content?id=rWbhywEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=rWbhywEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
M.T.Khan,Nura and the Immortal Palace,Reading Challenge,5,9781529503494,Nura And The Immortal Palace,Maeeda Tariq Khan,Unknown,2022,en,http://books.google.com/books/content?id=kCzSzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=kCzSzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Marie Basting,Princess BMX,Reading Challenge,5,9781911490944,Princess BMX,Marie Basting,Unknown,2019,en,http://books.google.com/books/content?id=90VswgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=90VswgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Rebecca King,Ember Shadows and the Fates of Mount Never,Reading Challenge,5,9781510109957,Ember Shadows And The Fates Of Mount Never,Rebecca King,Orion Children's Books,2022,en,http://books.google.com/books/content?id=T_6LzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=T_6LzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Annabelle Sam,Agent Zaiba Investigates The missing diamonds,Reading Challenge,5,9781788952064,Agent Zaiba Investigates: The Missing Diamonds,Annabelle Sami,Agent Zaiba Investigates,2020,en,http://books.google.com/books/content?id=PJ9dyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=PJ9dyAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Sangu Mandanna,Kiki Kallira breaks a kingdom,Reading Challenge,5,9781444963441,Kiki Kallira Breaks A Kingdom,Sangu Mandanna,Hodder Children's Books,2021,en,http://books.google.com/books/content?id=OkQszgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=OkQszgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Sufiya Ahmed,Noor Un Nissa Inayat Khan,Reading Challenge,5,9780702300059,Noor Inayat Khan,Sufiya Ahmed,Unknown,2020,en,http://books.google.com/books/content?id=_Y86zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=_Y86zQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Helen Rutter,The boy who made everyone laugh,Reading Challenge,5,9780702300851,The Boy Who Made Everyone Laugh,Helen Rutter,Unknown,2021,en,http://books.google.com/books/content?id=4So2ygEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=4So2ygEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
L.D.Lapinski,Jamie,Reading Challenge,5,9781510110922,Jamie,L. D. Lapinski,Orion Children's Books,2023,en,http://books.google.com/books/content?id=pMnSzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=pMnSzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Benjamin Dean,Me my Dad and the end of the rainbow,Reading Challenge,5,9781471199738,"Me, My Dad And The End Of The Rainbow",Benjamin Dean,Simon & Schuster Children's,2021,en,http://books.google.com/books/content?id=e4eyzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=e4eyzQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Susan Brownrigg,Gracie Fairhsaw and the mysterious guest,Reading Challenge,5,9781912979349,Gracie Fairshaw And The Mysterious Guest,Susan Brownrigg,Unknown,2020,en,http://books.google.com/books/content?id=QS52zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=QS52zQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Polly Hoyen,The day no one woke up,Reading Challenge,5,9781471193569,The Day No One Woke Up,Polly Ho-Yen,Simon and Schuster,2022,en,http://books.google.com/books/content?id=JNR2EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=JNR2EAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,1
Paola Peretti,The distance between me and the cherry tree,Reading Challenge,5,9781471407550,The Distance Between Me And The Cherry Tree,Paola Peretti,Unknown,2018,en,http://books.google.com/books/content?id=VFEqswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=VFEqswEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Emily Kenny,The Extraordinary adventures of Alice Tonks,Reading Challenge,5,9780861542055,The Extraordinary Adventures Of Alice Tonks,Emily Kenny,Rock the Boat,2022,en,http://books.google.com/books/content?id=GCygzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=GCygzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Humza Arshad,Little Badman and the time travelling teacher of doom,Reading Challenge,5,9780241378502,Little Badman 2,Humza Arshad & Humza Arshad and Henry White,Puffin,2020,en,http://books.google.com/books/content?id=uXJ5xQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=uXJ5xQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Burhana Islam,Mayhem Mission,Reading Challenge,5,9781913311148,Mayhem Mission,Burhana Islam,My Laugh-Out-Loud Life,2021,en,http://books.google.com/books/content?id=0Zw5zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=0Zw5zgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Lynne Kelly,Song for a whale,Reading Challenge,5,9781848126916,Song For A Whale,Lynne Kelly,Piccadilly Press,2019,en,http://books.google.com/books/content?id=-M8_vAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=-M8_vAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Jamar J Perry,Cameron Battle and the hidden Kingdoms,Reading Challenge,5,9781547606948,Cameron Battle And The Hidden Kingdoms,Jamar J. Perry,Bloomsbury Children's Books,2022,en,http://books.google.com/books/content?id=3bY2EAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=3bY2EAAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Maisie Chan,Danny Chung does not do maths,Reading Challenge,5,9781800780019,Danny Chung Does Not Do Maths,Maisie Chan,Unknown,2021,en,http://books.google.com/books/content?id=N_03zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=N_03zgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Onjali Q Rauf,The lion above the door,Reading Challenge,5,9781510106758,The Lion Above The Door,Onjali Q. Rauf,Orion Children's Books,2021,en,http://books.google.com/books/content?id=nl2-zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=nl2-zQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Elle McNicoll,A kind of Spark,Reading Challenge,5,9781913311056,A Kind Of Spark,Ellen McNicoll,Unknown,2020,en,http://books.google.com/books/content?id=sg-VzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=sg-VzQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Angela Mcallister,Leon and the place between,Reading Challenge,5,9781840118605,Leon And The Place Between,Angela McAllister,Unknown,2009,en,http://books.google.com/books/content?id=V4IzPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=V4IzPwAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Tola Okoggwu,Onyeka and the academy of the sun,Reading Challenge,6,9781398505087,Onyeka And The Academy Of The Sun,Tolá Okogwu,Simon & Schuster Children's,2022,en,http://books.google.com/books/content?id=UgOLzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=UgOLzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Isabel Roxas,The adventures of team pom squid happens,Reading Challenge,6,9781912497256,The Adventures Of Team Pom: Squid Happens - Team Pom Book 1,Isabel Roxas,National Geographic Books,2021,en,http://books.google.com/books/content?id=UhiREAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=UhiREAAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
B.B.Alston,Amari and the night brothers,Reading Challenge,6,9781405298179,Amari And The Night Brothers,B. B. Alston,Unknown,2021,en,http://books.google.com/books/content?id=6uSWzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=6uSWzQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Sarah Hagger Holt,Nothing ever happens here,Reading Challenge,6,9781474966238,Nothing Ever Happens Here,Sarah Hagger-Holt,Unknown,2020,en,http://books.google.com/books/content?id=e_DqygEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=e_DqygEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Elle McNicoll,Show us who you are,Reading Challenge,6,9781913311131,Show Us Who You Are,Elle McNicoll,Unknown,2021,en,http://books.google.com/books/content?id=Pkg5zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=Pkg5zgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Sharana Jackson,Happy Here,Reading Challenge,6,9781913311162,Happy Here - 10 Stories From Black British Authors & Illustrators,Dean Atta & Joseph Coelho & Kereen Getten & Patrice Lawrence & Theresa Lola & E.L. Norry & Jasmine Richards & Alexandra Sheppard & Yomi Sode,Unknown,2021,en,http://books.google.com/books/content?id=i4yAzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=i4yAzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Kereen Getten,When life gives you mangoes,Reading Challenge,6,9780593173978,When Life Gives You Mangos,Kereen Getten,Delacorte Press,2020,en,http://books.google.com/books/content?id=rr74DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=rr74DwAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Jo Cotterill,A storm of strawbwrries,Reading Challenge,6,9781848126169,A Storm Of Strawberries,Jo Cotterill,Unknown,2017,en,http://books.google.com/books/content?id=-MyNAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=-MyNAQAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Eve Wersocki Morris,The bird singers,Reading Challenge,6,9781444963328,The Bird Singers,Eve Wersocki Morris,Hodder Children's Books,2022,en,http://books.google.com/books/content?id=nsGNzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=nsGNzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Nina Hamza,Ahmed Aziz's epic year,Reading Challenge,6,9780063024892,Ahmed Aziz's Epic Year,Nina Hamza,Quill Tree Books,2021,en,http://books.google.com/books/content?id=SFTmzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=SFTmzQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Rosie Jones,The amazing Edie Eckhart,Reading Challenge,6,9781444958348,Amazing Edie Eckhart - Book 1,Rosie Jones,Hodder Children's Books,2021,en,http://books.google.com/books/content?id=ipgvzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=ipgvzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Zillah Bethell,The shark caller,Reading Challenge,6,9781474966849,The Shark Caller,Zillah Bethell,Usborne,2020,en,http://books.google.com/books/content?id=6TVKzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=6TVKzQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Jo Cotterill,Jelly,Reading Challenge,6,9781848126732,Jelly,Jo Cotterill,Unknown,2018,en,http://books.google.com/books/content?id=IXkYtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=IXkYtAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Eve Ainsworth,All to play for,Reading Challenge,6,9781800900929,All To Play For,Eve Ainsworth,Barrington Stoke,2022,en,http://books.google.com/books/content?id=B_ikzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=B_ikzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Sita Brahmachari,Where the riverruns gold,Reading Challenge,6,9781510105416,Where The River Runs Gold,Sita Brahmachari,Orion Children's Books,2019,en,http://books.google.com/books/content?id=wfHAtgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=wfHAtgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Dave McKean,SF said tyger,Reading Challenge,6,9781788452830,Tyger,Sf Said,Unknown,2022,en,Unknown,Unknown,1
Jerry Craft,New kid,Reading Challenge,6,9780062691194,New Kid,Jerry Craft,HarperCollins,2019,en,http://books.google.com/books/content?id=fQM6tgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=fQM6tgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Joseph Coelho,Overheard in a tower block,Reading Challenge,6,9781910959589,Overheard In A Tower Block - Poems,Joseph Coelho,Unknown,2017,en,http://books.google.com/books/content?id=4mn4nAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=4mn4nAAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Onjali Q. Rauf,The night bus hero,Reading Challenge,6,9781510106772,The Night Bus Hero,Onjali Q. Rauf,Orion Children's Books,2020,en,http://books.google.com/books/content?id=btmlyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=btmlyAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Lisa Thompson,The goldfish boy,Reading Challenge,6,9781407170992,The Goldfish Boy,Lisa Thompson,Unknown,2017,en,http://books.google.com/books/content?id=wxeLjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=wxeLjwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Jason Reynolds,Look both ways,Reading Challenge,6,9781999642594,Look Both Ways,Jason Reynolds,Unknown,2019,en,http://books.google.com/books/content?id=ZahQyQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=ZahQyQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Anne-Marie Conway,How to be more hedgehog,Reading Challenge,6,9781912979813,How To Be More Hedgehog,Anne-Marie Conway,Unknown,2022,en,http://books.google.com/books/content?id=jKL3zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=jKL3zgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Patience Agbabi,The infinite,Reading Challenge,6,9781786899651,The Infinite,Patience Agbabi,Canongate Books,2020,en,http://books.google.com/books/content?id=RIOHygEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=RIOHygEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Steward Foster,All the things that would go wrong,Reading Challenge,6,9781471145421,Big Fish,Stewart Foster,Simon & Schuster Childrens Books,2017,en,http://books.google.com/books/content?id=tcXVsgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=tcXVsgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Polly ho-yen,Boy in the tower,Reading Challenge,6,9780552569163,Boy In The Tower,Polly Ho-Yen,Corgi,2015,en,http://books.google.com/books/content?id=zHDRoQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=zHDRoQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
JUSTIN A.reynolds,Miles Morales shock waves,Reading Challenge,6,9780702313318,Miles Morales: Shock Waves (Marvel),Justin A. Reynolds,Unknown,2021,en,http://books.google.com/books/content?id=pupgzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=pupgzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Phil Earle,While the Storm Rages,Reading Challenge,6,9781839132056,While The Storm Rages,Phil Earle,Unknown,2022,en,http://books.google.com/books/content?id=QvCxzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=QvCxzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Varsha Shah,Ajay and the Mumbai Sun,Reading Challenge,6,9781913696337,Ajay And The Mumbai Sun,Varsha Shah,Unknown,2022,en,http://books.google.com/books/content?id=x7yjzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=x7yjzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Libby Scott,Do you know me?,Reading Challenge,6,9780702300950,Can You See Me 2,Libby Scott & Rebecca Westcott,Unknown,2020,en,http://books.google.com/books/content?id=dpPdygEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=dpPdygEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
Robert Swindles,Room 13,Reading Challenge,6,9780440864653,Room 13,Robert Swindells,Random House,1990,en,http://books.google.com/books/content?id=9PmiaJLjlfsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=9PmiaJLjlfsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,1
Julie Pike,The last spell breather,Reading Challenge,6,9780192771605,The Last Spell Breather,Julie Myerson & Julie Pike,Unknown,2019,en,http://books.google.com/books/content?id=6ZI6wQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=6ZI6wQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1
